sentence,emotion
i never thought id feel so much as a jot of sympathy for hussein whom i always viewed as a jumped up petty thug whatever my thoughts may be about actions against his administration,anger
i got an overall dark and uncomfortable feeling as we chose to stay until the end as not to disrupt or be rude,anger
im feeling really hateful and disgruntled about my job but i sure hope i dont lose it for being late,anger
i feel like i want to be very very rebellious until they regret of what they have done to their single daughter,anger
i feel insulted that he doesnt know me better than that,anger
i feel so cold here,anger
i had been feeling was all my fault that i had wronged her and caused her to abandon me,anger
im not going to lie i feel a little insulted,anger
i listen to dubstep when im feeling damn irritated,anger
i love about my job i still feel dissatisfied,anger
i feel cheated and wronged let down and spurned the vine i tended and nursed how could it do this to me,anger
i would just hurt others feelings i am so selfish,anger
i feel violent or something today,anger
ive test tried dropping it and nothing happened which is supposed to be if something happened to my phone i would feel so fucked up,anger
i see what being unhealthy does and i can feel the weight that i ve gained back and i am pissed that i let some of it creep back on,anger
i have a bad feeling that i am going to get very aggravated again tomorrow,anger
i feel that you couldnt be bothered anymore,anger
im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,anger
i mean geez cara was raised not to feel compassion she had all love and feeling tortured and beaten from her at a very young age thats how the mord sith work,anger
